folder,image_name,ground_truth,baseline_prediction,baseline_cer,finetuned_prediction,finetuned_cer,improvement,improvement_pct
250,25.jpg,"Ngay cả trường hợp ta không qui định, người dân và doanh nghiệp vẫn thực hiện","Ngay cũ trường hẹp tư liêng qui định, người dân và doanh nghiệp vẫn thực hiện",0.0779220779220779,"Ngay cả trường hợp ta không qui định, người dân và doanh nghiệp vẫn thực hiện",0.0,0.0779220779220779,100.0
250,26.jpg,"cơ chế này. "" Nếu cứ dùng quyền lực hành chính nhà nước với mô hình khuôn","of the day. ""We'll do things right, the hand that makes music is the hand that does it.""",0.8493150684931506,"cơ chế này. "" Nếu cứ dùng quyền lực hành chính nhà nước với mô hình khoán",0.0273972602739726,0.821917808219178,96.7741935483871
250,27.jpg,"cứng, người dân sẽ kêu "" - ông Trực nói. Chuyện "" bố "" - "" con "". Phó giám đốc","cùng, người dân tác kêu ""ông Trúc nói. Chuyên ""bò"" - ""con"". Phó Giám đốc.",0.1923076923076923,"cũng, người dân sẽ kêu "" - ông Trực nói. Chiếm "" bố "" - "" con "". Phó Giám đốc",0.0641025641025641,0.1282051282051282,66.66666666666666
250,28.jpg,Sở Tài nguyên - môi trường & nhà đất Hà Nội Trịnh Kiên Đĩnh đề nghị : thẩm,"※Tài nguyên - môi trường ở nhà đất trên Nội Trung, Kiên Bình đất nghị: Trầm",0.2432432432432432,Số Tây nguyên - mới trường đi nhờ đất Hà Nội Trinh Kiên Điều để ngày trời làm,0.2837837837837837,-0.040540540540540515,-16.66666666666666
250,29.jpg,"quyền thu hồi đất, giao đất phải được thể hiện theo tinh thần "" ông bố bao trùm","quyên thư lời: đặt, giao đặt phải: đưa thơ hien theo tình ưng lời bao trùm",0.3037974683544304,"quyền hạn lợi đất, giao đất phải được thực hiện theo tình hình "" song lối báo trầm",0.2151898734177215,0.08860759493670889,29.166666666666675
250,30.jpg,"ông con "". Theo đó, UBND cấp tỉnh, thành phố được quyền thu hồi, giao đất","Bing can’t. Theo doesn’t think, thanks please, guys in the list, you don’t",0.6301369863013698,"Động cơ "". Theo đó, UBND cấp tỉnh, thành phố được quyền thu hồi, giao đất",0.0547945205479452,0.5753424657534246,91.30434782608695
250,31.jpg,"thuộc thẩm quyền của UBND cấp quận, huyện (thay vì qui định như hiện nay,","These thăm quyên của UBND cấp quận, huyện (They or qui định như thêm này,",0.1780821917808219,"thực thẩm quyền của UBND cấp quận, huyện (thay vì tại địa phương,",0.2054794520547945,-0.0273972602739726,-15.384615384615385
250,32.jpg,""" ông bố "" muốn làm điều này phải thông báo cho "" ông con "" thực hiện, vừa nhiêu","""Ủng bố"" mưu sản đại niệm phải thông báo cho ông con ""thực hiện, ưu tiên""",0.3125,""" ông bố "" nước lâm đầu vàng phải không báo cho ông con "" thực hiện, vừa nhiêu",0.1625,0.15,48.0
250,33.jpg,khê vừa không thể hiện hướng đi cải cách thủ tục hành chính).,the sun shining like a burning star each time the thunderous.,0.7213114754098361,khó vừa không thể kiện hướng đi các cách thủ tục thành thủ thuộc).,0.1967213114754098,0.5245901639344263,72.72727272727273
250,34.jpg,"Lập tức Thứ trưởng Đặng Hùng Võ phản ứng : "" ông bố "" có quyền của "" ông bố "",","Tap the third finger, bring the thumb up, ""long be"" to queen in a ""long be"".",0.5897435897435898,"Lập tức Thứ trưởng Đặng Hùng Võ phân công : "" Ông bố có quyền của "" ông bố "",",0.0641025641025641,0.5256410256410257,89.13043478260869
250,35.jpg,""" ông con "" có quyền của "" ông con "". Luật không cho phép "" ông bố "" làm thay "" ông","""Gìng còn"" có quyển của ""Gìng còn"". Lượt không đảo pháp ""ông bà"" làm thay ""ông",0.216867469879518,""" Ông còn có quyền của "" ông con "". Lượt không cho phép "" ông bố "" làm thay "" ông",0.0602409638554216,0.1566265060240964,72.22222222222226
250,36.jpg,"con "". Trường hợp nào làm thay là phạm luật, chỉ có điều hiện nay các "" ông","com"". Trường hợp nào làm thay lại phạm luật, thì có điều kiện huyền bàng ngay",0.2533333333333333,"con "". Trường hợp nào làm thay là phạm luật, chỉ có điều kiện này sẽ công",0.0933333333333333,0.16,63.15789473684211
250,37.jpg,"con "" không dám kêu mà thôi!","con ""kêng đám kiên ma-tsi !""",0.4285714285714285,"còn "" không dám kiều mà thôi! "".",0.2142857142857142,0.2142857142857143,50.000000000000014
251,1.jpg,Chương trình hành động thực hiện Nghị quyết trung ương 9 - khóa,Chuông trình hành dòng thực hiện Nghị quyết trung ương 9-thoại,0.1587301587301587,Chương trình hành động thực hiện Nghị quyết trung ương 9 - khóa,0.0,0.1587301587301587,100.0
251,2.jpg,IX của Đảng bộ TP.HCM Về xây dựng Đảng : tiếp tục chỉ đạo mạnh,"IX cùa Đàng bà TP.HCM về xây dựng Đàng: tiếp tục chỉ đạo mạnh,",0.0967741935483871,"IX của Đảng bộ TP.HCM về xây dựng Đảng : tiếp tục chỉ đạo mạnh,",0.0161290322580645,0.08064516129032259,83.33333333333334
251,3.jpg,"mẽ, có hiệu quả cuộc vận động xây dựng chỉnh đốn Đảng theo tinh","mèi, cô hiụu quả cuôc vân tông xây dựng chính tâm Đảng đệo tinh.",0.3333333333333333,"mê, có hiệu quả cuộc vận động xây dựng chính đối với Đảng theo tinh",0.1111111111111111,0.2222222222222222,66.66666666666666
251,4.jpg,"thần nghị quyết trung ương 6 (lần 2). Theo đó, tiếp tục thực hiện việc","đường nghị quyết trung ương 6 (liên đề). Theo đó, tiếp tục được hiện việc",0.1571428571428571,"thẩm nghị quyết trung ương 6 (lần số). Theo đó, tiếp tục được hiện việc",0.1,0.057142857142857106,36.363636363636346
251,5.jpg,kê khai nhà đất và cơ sở sản xuất kinh doanh của cán bộ - công chức;,Lê khai mời đặt và có sẵn quát hình doanh của cán bộ - cảng chủ.,0.2647058823529412,lệ khai nhà đất và cơ sở xin vượt hinh doanh của cán bộ - công chức.,0.1323529411764706,0.1323529411764706,50.0
251,6.jpg,"tăng cường thanh kiểm tra những nơi có dấu hiệu vi phạm, đặc biệt","tăng cường thành hiện trạng những nơi có điều hiện vi phạm, đặc biệt",0.1692307692307692,"tăng cường thành kiểm tra những nơi có dấu hiệu vi phạm, đặc biệt",0.0153846153846153,0.1538461538461539,90.90909090909096
251,7.jpg,trong lĩnh vực đất đai và các công trình trọng điểm.,trong linh viết đặt đại văn cai cộng trình trong điềm.,0.25,trong kinh việc đất đai và các công trình trọng điểm.,0.0769230769230769,0.1730769230769231,69.23076923076924
251,8.jpg,Xử lý nghiêm minh theo pháp luật và kỷ luật của Đảng những người,Xǐ lǐyíngmíng mínhòu zhào pìap liúxù wǎ hǐ liúxù cuìa Dāng míng míng nián,0.625,Xứ lợi nghèm mình theo pháp luật và kỷ luật của Đảng những người,0.09375,0.53125,85.0
251,9.jpg,có hành vi sai trái và những người bao che. Thực hiện tốt các quy định,"cù hánh vì sai trái và những người bao che. Thích hiện tốt cả quy định,",0.1142857142857142,"có hành vi sai trái và những người bao che. Thực hiện tốt các quy định,",0.0142857142857142,0.1,87.50000000000007
251,10.jpg,"đối với cán bộ lãnh đạo, quản lý để xảy ra tham nhũng, tiêu cực ở cơ","tôi vẫn còn bỏ lành dao, quản lý để xảy ra ham nhưng tiêu cực 3 cơ",0.1911764705882352,"đối với văn bản bộ lãnh đạo, quản lý đã xảy ra tham nhũng, tiêu cực ở cả",0.1176470588235294,0.0735294117647058,38.46153846153844
251,11.jpg,"quan, đơn vị. Kiện toàn và tăng cường sức chiến đấu của tổ chức","mean, đơn vị. Kiên trần và tảng xuống sức chịu đau của tổ chức",0.2063492063492063,"quan, đơn vị. Kiện toàn và tăng cường sức chiến đấu của tổ chức",0.0,0.2063492063492063,100.0
251,12.jpg,cơ sở Đảng. Tiếp tục đổi mới và nâng cao công tác cán bộ. Tiếp tục,c8 33 Đảng. Trúp túc đổi mới vai măng cao công tác cán bộ. Trúp túc,0.1969696969696969,cơ sở Đảng. Tiếp tục đổi mới và nâng cao công tác cảnh báo. Tiếp tục,0.0606060606060606,0.1363636363636363,69.23076923076921
251,13.jpg,đổi mới phương thức lãnh đạo của cấp ủy Đảng theo phương châm,tôi mới phường thức lành tạo của cặp úy đáng phường chân.,0.2622950819672131,tôi mới phương thức lãnh đạo của cấp ủy Đảng theo phương châm,0.0327868852459016,0.22950819672131148,87.50000000000001
251,14.jpg,hướng mạnh về cơ sở.,hùng manh về cả 3.,0.3,hướng mạnh về cổ sở.,0.05,0.25,83.33333333333334
251,15.jpg,"Về cải cách hành chính : Tập trung chấn chỉnh mạnh hơn nữa kỷ cương,",Về dài cách hành chính: Tập trung chân chính mạnh hơn mùa hội cương,0.1617647058823529,Về cái cách hành chính : Tập trung chẩn chính mạnh hơn nữa từ cương,0.088235294117647,0.0735294117647059,45.454545454545475
251,16.jpg,"kỷ luật trong bộ máy hành chính, nâng cao tinh thần trách nhiệm và","hú luật trọng bả: mày hành chính, nâng cao trình thân tách nhiệm và",0.1515151515151515,"kỷ luật trọng bộ máy hành chính, nâng cao trình thẩm thấu nhiệm và",0.1363636363636363,0.015151515151515194,10.00000000000003
251,17.jpg,"ý thức kỷ luật của CB - CC, nhất là trên lĩnh vực nhà đất, đầu tư,","j' dière hip luat cuo CC, mhat la tren linh vie mha dat, daute.",0.5151515151515151,"ý thức kỷ luật của CĐ - CC, nhất là trên lĩnh vực nhà đất, đầu tư,",0.0151515151515151,0.5,97.05882352941177
251,18.jpg,"kinh doanh, trật tự xây dựng và giải quyết khiếu nại, tố cáo.","mình doanh, trật tự cây dừng và giàu quyết nhiều mẹ, từ câu:",0.2459016393442623,"tinh doanh, trật tự cây dừng và giải quyết khiếu nại, đó là cái",0.1639344262295081,0.08196721311475419,33.33333333333337
251,19.jpg,Xây dựng hoàn thiện hệ thống các qui trình thủ tục hành chính.,Kaiy dùng hoàn thiện hệ thống các quy trình thủ tục hành chính.,0.0806451612903225,Xây dựng hoàn thiện hệ thống các quy trình thủ tục hành chính.,0.0161290322580645,0.064516129032258,80.0
251,20.jpg,"Kiên quyết chấn chỉnh bộ máy hành chính các cấp, nhanh chóng","Kuei quyết chán chính bả may hành chính cai cáp, mành chóng",0.2166666666666666,"kiến quyết chẩn chính bộ máy hành chính của cấp, nhanh chóng",0.0833333333333333,0.1333333333333333,61.53846153846154
251,21.jpg,"khắc phục tình trạng quan liêu, cửa quyền, hách dịch.","khác phục tinh trang quan liệu, cùa quyên, khách đến.",0.2075471698113207,"khác phục tinh tráng quan liêu, cửa quyền, khách tiếp thị.",0.2075471698113207,0.0,0.0
251,22.jpg,Xây dựng và phát triển đội ngũ CB - CC có chất lượng chuyên môn,Xây dựng và phát triển tài nguyên CB-CC có chất lượng chuyên môn.,0.1428571428571428,Xây dựng và phát triển đền ngọt CB - CC có chất lượng chuyên môn,0.0634920634920634,0.07936507936507939,55.55555555555559
251,23.jpg,"cao, có phẩm chất, đạo đức. Kiểm tra, xử lý kiên quyết các vụ","eaò, èò phàimh chàit, tàao dhìic. Kièim tra, xìù lèj chèin quyèt càùùùùùùùùùùùùùùùùùùùù",0.7868852459016393,"cao, có phần chặt, đào được. Kiểm tra, xử lý hiện quyết các vụ",0.1311475409836065,0.6557377049180328,83.33333333333334
251,24.jpg,"tham nhũng, lãng phí, làm thất thoát tài sản nhà nước... Về kinh","tham nhung, làng phí, làm thật thoát tài sản nhà nước... Viêm nh",0.109375,"tham nhũng, lặng phí, làm thất thoát tại sân nhà nước... Về kinh",0.046875,0.0625,57.14285714285714
251,25.jpg,"tế : Tập trung mọi nỗ lực nhằm tháo gỡ sản xuất kinh doanh,","tiế: Tập trung mới nổi tiếc nhằm thay giá sản xuất như dành,",0.288135593220339,"tế : Tập trung mọi nỗ lực nhằm tháo gỡ sản xuất kinh doanh,",0.0,0.288135593220339,100.0
251,26.jpg,đưa tốc độ tăng trưởng GDP trên địa bàn TP đạt 12% năm,đưa tôi đã tăng trưởng OP trên địa bàn TP đạt 14% năm,0.1111111111111111,dựa trên tài nguyên - vật liệu (TP) đạt 16% năm,0.5925925925925926,-0.48148148148148145,-433.3333333333333
251,27.jpg,"2004 và trên 12% năm 2005. Phát triển nhanh các ngành dịch vụ,",2004 năm triển lãi và năm 2005. Đặt triển nhạnh các ngành dịch vụ.,0.2580645161290322,2004 và trên 125 năm 2005. Thật trên nhanh các ngành dịch vụ,0.0967741935483871,0.1612903225806451,62.499999999999986
251,28.jpg,tái cấu trúc các ngành công nghiệp.,tài cầu tiêu cài ngành công nghiệp.,0.2,tài cầu trực cải ngành công nghiệp.,0.1428571428571428,0.05714285714285722,28.57142857142861
251,29.jpg,Tiếp tục nhân rộng các mô hình huy động vốn đầu tư. Tập trung khai,tiếp tục nhận rằng cái mù hình huy dáng vẫn dâu trở. Tập trung khá,0.1969696969696969,tiếp tục nhận rộng các mỏ hình huy động vốn đầu tư. Tập trung khai,0.0303030303030303,0.1666666666666666,84.61538461538461
251,30.jpg,thác các nguồn vốn cho ngân sách. Tổng kết quá trình cổ phần hóa,đời cuối người với cho ngàn sách. Từng hết quả trình có phản hại.,0.328125,thuê các nguồn vốn cho ngân sách. Tổng kết quả trình cổ phần hóa,0.046875,0.28125,85.71428571428571
251,31.jpg,doanh nghiệp nhà nước và việc tổ chức sắp xếp lại doanh nghiệp nhà,doanh nghiệp nhận nhiều và việc tổ chức sắp xếp lại doanh nghiệp nhà,0.0909090909090909,doanh nghiệp nhà nước và việc tổ chức sắp xếp lại doanh nghiệp nhà,0.0,0.0909090909090909,100.0
251,32.jpg,nước. Triển khai quyết định của TP về một số chính sách ưu đãi,mùát. Trùńń khaí gựyết đeńń của TP vè một só châńh sách của tàn.,0.6451612903225806,nước. Triển khai quyết định của TP về một số chính sách ưu đãi,0.0,0.6451612903225806,100.0
251,33.jpg,đối với các dự án có vốn đầu tư nước ngoài. Rà soát lại chương,tôi vui cái lời ăn cơ vốn thân thiện người. Khi soát lại chúng,0.4193548387096774,đối với các dự án cơ sở đầu tư nước ngoài. Hai sách lãnh chương,0.2096774193548387,0.2096774193548387,50.0
251,34.jpg,trình hội nhập kinh tế của TP. Về văn hóa - xã hội : đẩy mạnh,tạnh hơi nhạp hình tứ của TP. Về văn hoá - xã hội: đây mạnh,0.180327868852459,tành hội nhập chính tắc của TP. Về văn hoá - xã hội : đẩy mạnh,0.1475409836065573,0.032786885245901704,18.18181818181822
251,35.jpg,"xã hội hóa, phát triển xã hội học tập, ưu tiên đầu tư ngân","cái hồn thoát, phát triển xã hội học tập, ưu tiên đấu tranh ngàn",0.2586206896551724,"cả hội hoặc, phát triển xã hội học tập, vui tiếng lầu từ ngàn",0.2068965517241379,0.051724137931034475,20.0
251,36.jpg,sách cho giáo dục - đào tạo.,Lạch cho giàu dục - đào tạo.,0.1428571428571428,cách cho giáo dục - đào tạo.,0.0357142857142857,0.1071428571428571,75.0
251,37.jpg,Nâng cao năng lực quản lý nhà nước trên các lĩnh vực kinh doanh,Nàng cao nàng lúc quàn lý nhà nước trên cái linh vực hình danh.,0.1587301587301587,Nàng cao nặng lúc quân lý nhà nước trên các lĩnh vực kinh doanh,0.0634920634920634,0.09523809523809529,60.00000000000004
251,38.jpg,"dịch vụ văn hóa; khắc phục những sơ hở, tiêu cực trong quản lý","dich nu sẵn hoài; thưái phục những sẵn thơ, tiên cúc trong quản lý.",0.3387096774193548,"dịch vụ văn hoá : khắc phục những sở hộ, tiêu cực trong quản lý,",0.1129032258064516,0.22580645161290322,66.66666666666667
251,39.jpg,và hoạt động văn hóa. Tiếp tục tập trung nguồn lực cho chương,và hoạt động văn hoá. Trải túc túc tập trung người lúc cho chúng,0.2459016393442623,và hoạt động văn hoá. Tiếp tục tập trung nguồn lực cho chương,0.0327868852459016,0.2131147540983607,86.66666666666669
251,40.jpg,trình 3 giảm...,tinh 3 gian...,0.2666666666666666,tỉnh 3 giảm...,0.1333333333333333,0.1333333333333333,50.0
252,1.jpg,Chương trình hành động thực hiện Nghị quyết trung ương 9 - khóa IX của Đảng bộ,Chuong trinh hinh đăng thực hiện Nghi quyết trung ương g - thai 1x câu đăng b,0.1923076923076923,"Chương trình hành động thực hiện Nghị quyết Trung ương 9 - khai 1x của Đảng 15,",0.0769230769230769,0.11538461538461539,60.00000000000001
252,2.jpg,"TP.HCM Về xây dựng Đảng : tiếp tục chỉ đạo mạnh mẽ, có hiệu quả cuộc vận động xây","m. con vé xây dựng bảng: tiếp tục chủ đạo mạnh mẽ, có hiệu quả các văn dángy",0.2098765432098765,"TP.HCM về xây dựng Đảng : tiếp tục chỉ đạo mạnh mẽ, có hiệu quả cuộc vận động",0.0493827160493827,0.16049382716049382,76.47058823529413
252,3.jpg,"dựng chỉnh đốn Đảng theo tinh thần nghị quyết trung ương 6 (lần 2). Theo đó, tiếp tục","Any child, the one who thinks that night, quivers, trying, using 6 (1 an 2). The other, the one",0.5764705882352941,"dựng chính đơn Đảng theo tinh thần nghị quyết trung ương (lần 2). Theo đó, tập trung",0.1176470588235294,0.4588235294117647,79.59183673469387
252,4.jpg,thực hiện việc kê khai nhà đất và cơ sở sản xuất kinh doanh của cán bộ - công,trực thần việc thai nhà đặt ra có số sản xuất lạnh danh của con bò-gi,0.3116883116883117,thực hiện việc kê khai nhà đất và cơ sở sản xuất lãnh danh của cán bộ - công,0.0389610389610389,0.27272727272727276,87.50000000000001
252,5.jpg,"chức; tăng cường thanh kiểm tra những nơi có dấu hiệu vi phạm, đặc biệt","write; telling candy thank him that nothing nor cold drink will pharm, the bark",0.5915492957746479,"chức, tổng công thành kiểm tra những nơi có dấu hiệu vi phạm, đặc biệt",0.0704225352112676,0.5211267605633803,88.09523809523809
252,6.jpg,trong lĩnh vực đất đai và các công trình trọng điểm.,timy linh viết đặt tài và các công trình trong đêm.,0.2692307692307692,định lĩnh vực đã đại và các công trình trong điểm.,0.1538461538461538,0.11538461538461542,42.85714285714287
252,7.jpg,Xử lý nghiêm minh theo pháp luật và kỷ luật của Đảng những người có hành,Xixi lǚy rúqiúmen mìns tíhe pháp huàn và ký huàn cuàn Dāng nǚu guó chán,0.5416666666666666,Xứ lý nghiệm mình theo pháp luật và kỷ luật của Đảng những người có hành,0.0416666666666666,0.5,92.3076923076923
252,8.jpg,vi sai trái và những người bao che. Thực hiện tốt các quy định đối với cán bộ lãnh,vì sai trai và nhúng người bao che. Thực hiện tốt các quy định đối với cán bộ liên,0.073170731707317,vị sai trái và những người bao che. Thực hiện tốt các quy định đối với cán bộ lãnh,0.0121951219512195,0.0609756097560975,83.33333333333333
252,9.jpg,"đạo, quản lý để xảy ra tham nhũng, tiêu cực ở cơ quan, đơn vị. Kiện toàn và","Eao, quan lý dê' xay ra ham nhung, tiêu ưc ò sô quan, đòn òi. Kiên toan ưa",0.28,"Đạo, quản lý để xảy ra tham nhũng, tiêu cực ở cơ quan, đơn vị. Kiểm toán và",0.04,0.24000000000000002,85.71428571428571
252,10.jpg,tăng cường sức chiến đấu của tổ chức cơ sở Đảng. Tiếp tục đổi mới và nâng,tăng cường sức chiến đấu và tôi có sở đăng. Tại tục đó mà văn ngữ,0.3013698630136986,tăng cường sức chiến đấu của tôi chúc có sở đăng. Tiếp tục đổi mới và nâng,0.0684931506849315,0.2328767123287671,77.27272727272727
252,11.jpg,cao công tác cán bộ. Tiếp tục đổi mới phương thức lãnh đạo của cấp ủy,"cao công tác chủ bộ. Triệt tiêu đời mới, phường thích lòng tạo cuộn cáp ủy",0.2898550724637681,cao công tác cáo bộ. Tiếp tục đổi mới phương thức làm đạo của cấp ủy,0.0579710144927536,0.23188405797101452,80.0
252,12.jpg,Đảng theo phương châm hướng mạnh về cơ sở.,Đang theo phương châm hướng mang về có số.,0.119047619047619,Đang theo phương châm hướng mạng về cơ sở.,0.0476190476190476,0.0714285714285714,60.0
252,13.jpg,"Về cải cách hành chính : Tập trung chấn chỉnh mạnh hơn nữa kỷ cương, kỷ luật trong","Viê cau cánh chính: Tập trung chân chính mạch hơn nữa tay cung, by hướng",0.3414634146341463,"Về cái cách hành chính : Tập trung chẩn chứng mạnh hơn nữa kỹ cương, kỷ luật trong",0.0609756097560975,0.2804878048780488,82.14285714285717
