image,ground_truth,prediction,cer
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/250/11.jpg,"Chưa kể để doanh nghiệp và người dân "" nói chuyện "" với nhau như","clima leită"" doamă înghețat va îngheța dacă ""nici clingeță"" voia înainte me",0.71875
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/250/12.jpg,"vậy, quyền của cơ quan quản lý nhà nước sẽ mất đi. "" Tôi cũng có suy","vâng, quyên của cô quan quan lý nhà nước sẽ mất đi. ""Tôi cũng có sự",0.1323529411764706
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/250/13.jpg,"nghĩ như đồng chí "" Bỏ được qui định này đi thì tốt. Cùng một lúc chúng","night-night chai"" Bo"" there, you drink may stir the hot. Can't make the thing",0.647887323943662
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/250/14.jpg,ta thực hiện hai cơ chế (vừa Nhà nước thực hiện thu hồi đất như cách,"на что ни к чему, если сонно, когда надо, то что ни в чем, так и тому, когда",0.9558823529411765
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/250/15.jpg,"làm lâu nay, vừa khuyến khích nhà đầu tư thỏa thuận với người sử dụng","kim nay, suân lehgren’ khác là một đoạn từ thông thường với người sử dụng",0.4782608695652174
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/250/16.jpg,"đất) thì phức tạp - ông Trịnh Kiên Đĩnh, phó giám đốc Sở Tài","тай (т) пил'кап - jəŋ Trinh ličen Əlin, p'ə'giən stə'cə sə'ta",0.6666666666666666
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/250/17.jpg,"nguyên - môi trường và nhà đất Hà Nội, lên tiếng.",negligent - most dutifully was what death had no right to do.,0.8163265306122449
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/250/18.jpg,"Bảo vệ lập trường của cơ quan soạn thảo, Thứ trưởng Đặng Hùng Võ khẳng định","Báo với, lớp thường cần quen sạch tháo, Thủ trưởng đứng vị trí thứ nhất.",0.4533333333333333
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/250/19.jpg,""" trường hợp nhà đầu tư có nhu cầu thỏa thuận với người đang sử dụng đất, chúng","nǐnǐng hǎo, mā mā shì ér sān nián chū rì, wǒ nǐ guò le dāng rén de, dìng",0.7341772151898734
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/250/20.jpg,"ta cần khuyến khích vì Nhà nước chẳng mất cái gì cả "". Ông Võ "" kêu gọi "" :","ta cán huỳnh biết rõ Nhà nước chẳng mất cái gì cả "". ông vợ ""kiên gọi"":",0.24
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/250/21.jpg,"chúng ta cần thay đổi trong quan điểm, không nên để hệ thống hành chính","ching fe cên thay đổi trong quan điểm, không nên đọc lên thông hành chính",0.14084507042253522
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/250/22.jpg,"ôm về mình nhiều quá, bởi ôm càng nhiều thì sai càng nhiều. Bộ trưởng Mai","ơn viêm nhìn qua, bởi ôm càng nhìn thì sao càng nhìn, Bí trưng Mai",0.2876712328767123
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/250/23.jpg,Ái Trực tiếp lời : Các nước đều áp dụng cơ chế tự thỏa thuận khi thu hồi,Aí frute tróp léi: Che muió stáir do lengy ós ché tróth thóag lhú thúchó!,0.5833333333333334
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/250/24.jpg,đất.,书法,1.0
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/250/25.jpg,"Ngay cả trường hợp ta không qui định, người dân và doanh nghiệp vẫn thực hiện","Ngay cũ trường hẹp tư liêng qui định, người dân và doanh nghiệp vẫn thực hiện",0.07792207792207792
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/250/26.jpg,"cơ chế này. "" Nếu cứ dùng quyền lực hành chính nhà nước với mô hình khuôn","of the day. ""We'll do things right, the hand that makes music is the hand that does it.""",0.8493150684931506
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/250/27.jpg,"cứng, người dân sẽ kêu "" - ông Trực nói. Chuyện "" bố "" - "" con "". Phó giám đốc","cùng, người dân tác kêu ""ông Trúc nói. Chuyên ""bò"" - ""con"". Phó Giám đốc.",0.19230769230769232
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/250/28.jpg,Sở Tài nguyên - môi trường & nhà đất Hà Nội Trịnh Kiên Đĩnh đề nghị : thẩm,"※Tài nguyên - môi trường ở nhà đất trên Nội Trung, Kiên Bình đất nghị: Trầm",0.24324324324324326
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/250/29.jpg,"quyền thu hồi đất, giao đất phải được thể hiện theo tinh thần "" ông bố bao trùm","quyên thư lời: đặt, giao đặt phải: đưa thơ hien theo tình ưng lời bao trùm",0.3037974683544304
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/250/30.jpg,"ông con "". Theo đó, UBND cấp tỉnh, thành phố được quyền thu hồi, giao đất","Bing can’t. Theo doesn’t think, thanks please, guys in the list, you don’t",0.6301369863013698
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/250/31.jpg,"thuộc thẩm quyền của UBND cấp quận, huyện (thay vì qui định như hiện nay,","These thăm quyên của UBND cấp quận, huyện (They or qui định như thêm này,",0.1780821917808219
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/250/32.jpg,""" ông bố "" muốn làm điều này phải thông báo cho "" ông con "" thực hiện, vừa nhiêu","""Ủng bố"" mưu sản đại niệm phải thông báo cho ông con ""thực hiện, ưu tiên""",0.3125
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/250/33.jpg,khê vừa không thể hiện hướng đi cải cách thủ tục hành chính).,the sun shining like a burning star each time the thunderous.,0.7213114754098361
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/250/34.jpg,"Lập tức Thứ trưởng Đặng Hùng Võ phản ứng : "" ông bố "" có quyền của "" ông bố "",","Tap the third finger, bring the thumb up, ""long be"" to queen in a ""long be"".",0.5897435897435898
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/250/35.jpg,""" ông con "" có quyền của "" ông con "". Luật không cho phép "" ông bố "" làm thay "" ông","""Gìng còn"" có quyển của ""Gìng còn"". Lượt không đảo pháp ""ông bà"" làm thay ""ông",0.21686746987951808
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/250/36.jpg,"con "". Trường hợp nào làm thay là phạm luật, chỉ có điều hiện nay các "" ông","com"". Trường hợp nào làm thay lại phạm luật, thì có điều kiện huyền bàng ngay",0.25333333333333335
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/250/37.jpg,"con "" không dám kêu mà thôi!","con ""kêng đám kiên ma-tsi !""",0.42857142857142855
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/1.jpg,Chương trình hành động thực hiện Nghị quyết trung ương 9 - khóa,Chuông trình hành dòng thực hiện Nghị quyết trung ương 9-thoại,0.15873015873015872
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/2.jpg,IX của Đảng bộ TP.HCM Về xây dựng Đảng : tiếp tục chỉ đạo mạnh,"IX cùa Đàng bà TP.HCM về xây dựng Đàng: tiếp tục chỉ đạo mạnh,",0.0967741935483871
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/3.jpg,"mẽ, có hiệu quả cuộc vận động xây dựng chỉnh đốn Đảng theo tinh","mèi, cô hiụu quả cuôc vân tông xây dựng chính tâm Đảng đệo tinh.",0.3333333333333333
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/4.jpg,"thần nghị quyết trung ương 6 (lần 2). Theo đó, tiếp tục thực hiện việc","đường nghị quyết trung ương 6 (liên đề). Theo đó, tiếp tục được hiện việc",0.15714285714285714
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/5.jpg,kê khai nhà đất và cơ sở sản xuất kinh doanh của cán bộ - công chức;,Lê khai mời đặt và có sẵn quát hình doanh của cán bộ - cảng chủ.,0.2647058823529412
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/6.jpg,"tăng cường thanh kiểm tra những nơi có dấu hiệu vi phạm, đặc biệt","tăng cường thành hiện trạng những nơi có điều hiện vi phạm, đặc biệt",0.16923076923076924
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/7.jpg,trong lĩnh vực đất đai và các công trình trọng điểm.,trong linh viết đặt đại văn cai cộng trình trong điềm.,0.25
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/8.jpg,Xử lý nghiêm minh theo pháp luật và kỷ luật của Đảng những người,Xǐ lǐyíngmíng mínhòu zhào pìap liúxù wǎ hǐ liúxù cuìa Dāng míng míng nián,0.625
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/9.jpg,có hành vi sai trái và những người bao che. Thực hiện tốt các quy định,"cù hánh vì sai trái và những người bao che. Thích hiện tốt cả quy định,",0.11428571428571428
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/10.jpg,"đối với cán bộ lãnh đạo, quản lý để xảy ra tham nhũng, tiêu cực ở cơ","tôi vẫn còn bỏ lành dao, quản lý để xảy ra ham nhưng tiêu cực 3 cơ",0.19117647058823528
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/11.jpg,"quan, đơn vị. Kiện toàn và tăng cường sức chiến đấu của tổ chức","mean, đơn vị. Kiên trần và tảng xuống sức chịu đau của tổ chức",0.20634920634920634
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/12.jpg,cơ sở Đảng. Tiếp tục đổi mới và nâng cao công tác cán bộ. Tiếp tục,c8 33 Đảng. Trúp túc đổi mới vai măng cao công tác cán bộ. Trúp túc,0.19696969696969696
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/13.jpg,đổi mới phương thức lãnh đạo của cấp ủy Đảng theo phương châm,tôi mới phường thức lành tạo của cặp úy đáng phường chân.,0.26229508196721313
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/14.jpg,hướng mạnh về cơ sở.,hùng manh về cả 3.,0.3
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/15.jpg,"Về cải cách hành chính : Tập trung chấn chỉnh mạnh hơn nữa kỷ cương,",Về dài cách hành chính: Tập trung chân chính mạnh hơn mùa hội cương,0.16176470588235295
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/16.jpg,"kỷ luật trong bộ máy hành chính, nâng cao tinh thần trách nhiệm và","hú luật trọng bả: mày hành chính, nâng cao trình thân tách nhiệm và",0.15151515151515152
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/17.jpg,"ý thức kỷ luật của CB - CC, nhất là trên lĩnh vực nhà đất, đầu tư,","j' dière hip luat cuo CC, mhat la tren linh vie mha dat, daute.",0.5151515151515151
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/18.jpg,"kinh doanh, trật tự xây dựng và giải quyết khiếu nại, tố cáo.","mình doanh, trật tự cây dừng và giàu quyết nhiều mẹ, từ câu:",0.2459016393442623
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/19.jpg,Xây dựng hoàn thiện hệ thống các qui trình thủ tục hành chính.,Kaiy dùng hoàn thiện hệ thống các quy trình thủ tục hành chính.,0.08064516129032258
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/20.jpg,"Kiên quyết chấn chỉnh bộ máy hành chính các cấp, nhanh chóng","Kuei quyết chán chính bả may hành chính cai cáp, mành chóng",0.21666666666666667
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/21.jpg,"khắc phục tình trạng quan liêu, cửa quyền, hách dịch.","khác phục tinh trang quan liệu, cùa quyên, khách đến.",0.20754716981132076
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/22.jpg,Xây dựng và phát triển đội ngũ CB - CC có chất lượng chuyên môn,Xây dựng và phát triển tài nguyên CB-CC có chất lượng chuyên môn.,0.14285714285714285
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/23.jpg,"cao, có phẩm chất, đạo đức. Kiểm tra, xử lý kiên quyết các vụ","eaò, èò phàimh chàit, tàao dhìic. Kièim tra, xìù lèj chèin quyèt càùùùùùùùùùùùùùùùùùùùù",0.7868852459016393
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/24.jpg,"tham nhũng, lãng phí, làm thất thoát tài sản nhà nước... Về kinh","tham nhung, làng phí, làm thật thoát tài sản nhà nước... Viêm nh",0.109375
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/25.jpg,"tế : Tập trung mọi nỗ lực nhằm tháo gỡ sản xuất kinh doanh,","tiế: Tập trung mới nổi tiếc nhằm thay giá sản xuất như dành,",0.288135593220339
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/26.jpg,đưa tốc độ tăng trưởng GDP trên địa bàn TP đạt 12% năm,đưa tôi đã tăng trưởng OP trên địa bàn TP đạt 14% năm,0.1111111111111111
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/27.jpg,"2004 và trên 12% năm 2005. Phát triển nhanh các ngành dịch vụ,",2004 năm triển lãi và năm 2005. Đặt triển nhạnh các ngành dịch vụ.,0.25806451612903225
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/28.jpg,tái cấu trúc các ngành công nghiệp.,tài cầu tiêu cài ngành công nghiệp.,0.2
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/29.jpg,Tiếp tục nhân rộng các mô hình huy động vốn đầu tư. Tập trung khai,tiếp tục nhận rằng cái mù hình huy dáng vẫn dâu trở. Tập trung khá,0.19696969696969696
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/30.jpg,thác các nguồn vốn cho ngân sách. Tổng kết quá trình cổ phần hóa,đời cuối người với cho ngàn sách. Từng hết quả trình có phản hại.,0.328125
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/31.jpg,doanh nghiệp nhà nước và việc tổ chức sắp xếp lại doanh nghiệp nhà,doanh nghiệp nhận nhiều và việc tổ chức sắp xếp lại doanh nghiệp nhà,0.09090909090909091
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/32.jpg,nước. Triển khai quyết định của TP về một số chính sách ưu đãi,mùát. Trùńń khaí gựyết đeńń của TP vè một só châńh sách của tàn.,0.6451612903225806
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/33.jpg,đối với các dự án có vốn đầu tư nước ngoài. Rà soát lại chương,tôi vui cái lời ăn cơ vốn thân thiện người. Khi soát lại chúng,0.41935483870967744
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/34.jpg,trình hội nhập kinh tế của TP. Về văn hóa - xã hội : đẩy mạnh,tạnh hơi nhạp hình tứ của TP. Về văn hoá - xã hội: đây mạnh,0.18032786885245902
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/35.jpg,"xã hội hóa, phát triển xã hội học tập, ưu tiên đầu tư ngân","cái hồn thoát, phát triển xã hội học tập, ưu tiên đấu tranh ngàn",0.25862068965517243
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/36.jpg,sách cho giáo dục - đào tạo.,Lạch cho giàu dục - đào tạo.,0.14285714285714285
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/37.jpg,Nâng cao năng lực quản lý nhà nước trên các lĩnh vực kinh doanh,Nàng cao nàng lúc quàn lý nhà nước trên cái linh vực hình danh.,0.15873015873015872
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/38.jpg,"dịch vụ văn hóa; khắc phục những sơ hở, tiêu cực trong quản lý","dich nu sẵn hoài; thưái phục những sẵn thơ, tiên cúc trong quản lý.",0.3387096774193548
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/39.jpg,và hoạt động văn hóa. Tiếp tục tập trung nguồn lực cho chương,và hoạt động văn hoá. Trải túc túc tập trung người lúc cho chúng,0.2459016393442623
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/251/40.jpg,trình 3 giảm...,tinh 3 gian...,0.26666666666666666
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/1.jpg,Chương trình hành động thực hiện Nghị quyết trung ương 9 - khóa IX của Đảng bộ,Chuong trinh hinh đăng thực hiện Nghi quyết trung ương g - thai 1x câu đăng b,0.19230769230769232
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/2.jpg,"TP.HCM Về xây dựng Đảng : tiếp tục chỉ đạo mạnh mẽ, có hiệu quả cuộc vận động xây","m. con vé xây dựng bảng: tiếp tục chủ đạo mạnh mẽ, có hiệu quả các văn dángy",0.20987654320987653
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/3.jpg,"dựng chỉnh đốn Đảng theo tinh thần nghị quyết trung ương 6 (lần 2). Theo đó, tiếp tục","Any child, the one who thinks that night, quivers, trying, using 6 (1 an 2). The other, the one",0.5764705882352941
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/4.jpg,thực hiện việc kê khai nhà đất và cơ sở sản xuất kinh doanh của cán bộ - công,trực thần việc thai nhà đặt ra có số sản xuất lạnh danh của con bò-gi,0.3116883116883117
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/5.jpg,"chức; tăng cường thanh kiểm tra những nơi có dấu hiệu vi phạm, đặc biệt","write; telling candy thank him that nothing nor cold drink will pharm, the bark",0.5915492957746479
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/6.jpg,trong lĩnh vực đất đai và các công trình trọng điểm.,timy linh viết đặt tài và các công trình trong đêm.,0.2692307692307692
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/7.jpg,Xử lý nghiêm minh theo pháp luật và kỷ luật của Đảng những người có hành,Xixi lǚy rúqiúmen mìns tíhe pháp huàn và ký huàn cuàn Dāng nǚu guó chán,0.5416666666666666
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/8.jpg,vi sai trái và những người bao che. Thực hiện tốt các quy định đối với cán bộ lãnh,vì sai trai và nhúng người bao che. Thực hiện tốt các quy định đối với cán bộ liên,0.07317073170731707
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/9.jpg,"đạo, quản lý để xảy ra tham nhũng, tiêu cực ở cơ quan, đơn vị. Kiện toàn và","Eao, quan lý dê' xay ra ham nhung, tiêu ưc ò sô quan, đòn òi. Kiên toan ưa",0.28
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/10.jpg,tăng cường sức chiến đấu của tổ chức cơ sở Đảng. Tiếp tục đổi mới và nâng,tăng cường sức chiến đấu và tôi có sở đăng. Tại tục đó mà văn ngữ,0.3013698630136986
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/11.jpg,cao công tác cán bộ. Tiếp tục đổi mới phương thức lãnh đạo của cấp ủy,"cao công tác chủ bộ. Triệt tiêu đời mới, phường thích lòng tạo cuộn cáp ủy",0.2898550724637681
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/12.jpg,Đảng theo phương châm hướng mạnh về cơ sở.,Đang theo phương châm hướng mang về có số.,0.11904761904761904
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/13.jpg,"Về cải cách hành chính : Tập trung chấn chỉnh mạnh hơn nữa kỷ cương, kỷ luật trong","Viê cau cánh chính: Tập trung chân chính mạch hơn nữa tay cung, by hướng",0.34146341463414637
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/14.jpg,"bộ máy hành chính, nâng cao tinh thần trách nhiệm và ý thức kỷ luật của CB - CC,","be may haan shin, nang cao tins than trach phim na y thuc hy dung ua cac",0.3875
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/15.jpg,"nhất là trên lĩnh vực nhà đất, đầu tư, kinh doanh, trật tự xây dựng và","nhau lai trên linh việc nhà đại, đâu thì, ems doanh, trái tại xây dựng oa",0.3142857142857143
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/16.jpg,"giải quyết khiếu nại, tố cáo. Xây dựng hoàn thiện hệ thống các qui trình","gài quyết thiên núi, tỏ cào. Xây dựng hoàn thiện hệ thay cả quy trìng",0.20833333333333334
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/17.jpg,"thủ tục hành chính. Kiên quyết chấn chỉnh bộ máy hành chính các cấp,",Thủ túc hành chính. Kiên quyết thành chính bà mày hành chính cát cáp,0.14705882352941177
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/18.jpg,"nhanh chóng khắc phục tình trạng quan liêu, cửa quyền, hách dịch.","nhans chóng thúc phục tình trạng quan liêu, của quyển, hạch dịch.",0.09230769230769231
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/19.jpg,"Xây dựng và phát triển đội ngũ CB - CC có chất lượng chuyên môn cao, có phẩm","Xây dựng văn phẩm triển dời ngữ CB-cc có chút hướng chuyên môn cao, có phản",0.18421052631578946
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/20.jpg,"chất, đạo đức. Kiểm tra, xử lý kiên quyết các vụ tham nhũng, lãng phí,","chài, đạo đức. kiếm trai, xứ lý kiên quyết các cụ đã tham nhũng, lòng phí.",0.15714285714285714
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/21.jpg,làm thất thoát tài sản nhà nước... Về kinh tế : Tập trung mọi nỗ lực,lam thai' thoat tau san nha nho ... Ve bung te': tap tung moi no lie,0.35294117647058826
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/22.jpg,"nhằm tháo gỡ sản xuất kinh doanh, đưa tốc độ tăng trưởng GDP trên địa","nhâm thảo gỗ sản xuất linh doanh, đầu tạo tổ tăng trưởng GDP trên địa",0.14492753623188406
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/23.jpg,bàn TP đạt 12% năm 2004 và trên 12% năm 2005. Phát triển nhanh,ban 7p đạt 12% năm 2004 và trên 12% năm 2005. Phải tiến hành,0.12903225806451613
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/24.jpg,"các ngành dịch vụ, tái cấu trúc các ngành công nghiệp.","các ngành dịch vụ, tài cảu thuê các ngành công nghiệp.",0.09259259259259259
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/25.jpg,Tiếp tục nhân rộng các mô hình huy động vốn đầu tư. Tập trung khai thác,Tíép' tuc mhan rong càc mò hìnt. huy dáng vòn dàut tù. Táp trung thai thác,0.28169014084507044
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/26.jpg,các nguồn vốn cho ngân sách. Tổng kết quá trình cổ phần hóa doanh,các người vốn cho người sách. Từng kết quả trưng bố phát hoá đoàn,0.2923076923076923
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/27.jpg,nghiệp nhà nước và việc tổ chức sắp xếp lại doanh nghiệp nhà nước.,"nghịp nhớ nước và việc tỏ chút, sắp xếp lời doanh nghiệp nhớ nước.",0.13636363636363635
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/28.jpg,Triển khai quyết định của TP về một số chính sách ưu đãi đối với,Trình khai quyết định của TP về mở sổ chính sách dự án đối với.,0.1875
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/29.jpg,các dự án có vốn đầu tư nước ngoài. Rà soát lại chương,các dự án có vốn thu hút người. Rất sách lời các chúng,0.42592592592592593
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/30.jpg,trình hội nhập kinh tế của TP. Về văn hóa - xã hội : đẩy mạnh xã,trins hòi nhập kín sĩ tế cuả TP. Về văn hoá - xã hội; đây mấy xã,0.265625
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/31.jpg,"hội hóa, phát triển xã hội học tập, ưu tiên đầu tư ngân sách","hỏi hòa, phải trình xác hội học tập, lưu điện đau tật ngàn sách",0.26666666666666666
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/32.jpg,cho giáo dục - đào tạo.,cho giào duc - đào tạo.,0.08695652173913043
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/33.jpg,Nâng cao năng lực quản lý nhà nước trên các lĩnh vực kinh doanh dịch vụ,Nang cao nang luè quán lý nhà nước trên các thời ước bình dân đánh dấu u,0.323943661971831
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/34.jpg,"văn hóa; khắc phục những sơ hở, tiêu cực trong quản lý và hoạt động","van hoi; khác phục những sẵn hồ, trên các trong quản lý và hoạt động",0.14925373134328357
/kaggle/input/uit-uwdb-line/UIT_HWDB_line/test_data/252/35.jpg,văn hóa. Tiếp tục tập trung nguồn lực cho chương trình 3 giảm...,van hoat. Tiếp tục tập trung người học cho những trải 3 giảm ...,0.234375
